id_odsp,league,ht,at,fthg,ftag,MATCH_ID
GEqvX7A2/,E0,Cardiff,Manchester Utd,2,2,4280
bg9pjbu8/,E0,Manchester City,Tottenham,6,0,4281
drtUCWk2/,F1,Nantes,AS Monaco,0,1,4282
bmKCyGS2/,F1,Nice,St Etienne,0,1,4283
WzqIFY5q/,F1,Lille,Toulouse,1,0,4284
dC97AnG0/,D1,Hamburg SV,Hannover 96,3,1,4285
6NGfDlWs/,D1,Werder Bremen,Mainz,2,3,4286
ED581vZJ/,I1,Bologna,Internazionale,1,1,4287
fod3jEQI/,I1,Torino,Catania,4,1,4288
QBiaifBC/,I1,Sassuolo,Atalanta,2,0,4289
nLhehzd6/,I1,Sampdoria,Lazio,1,1,4290
YcnudIds/,I1,Livorno,Juventus,0,2,4291
Yye7kYuP/,I1,Udinese,Fiorentina,1,0,4292
WMeLIhN0/,SP1,Rayo Vallecano,Espanyol,1,4,4293
vPGtQzVQ/,SP1,Levante,Villarreal,0,3,4294
hWdHJY7f/,SP1,Sevilla,Real Betis,4,0,4295
rcNXRd0E/,SP1,Elche,Valencia,2,1,4296
pABdmdPQ/,E0,West Brom,Aston Villa,2,2,4297
4d3jgGt0/,I1,AS Roma,Cagliari,0,0,4298
d438Lfwr/,SP1,Malaga,Athletic Bilbao,1,2,4299
hAe8QkK1/,F1,Marseille,Montpellier,2,0,4300
hK6qeSXA/,D1,VfL Wolfsburg,Hamburg SV,1,1,4301
S8yKwfaQ/,SP1,Getafe,Levante,1,0,4302
UHNoZD7s/,SP1,Villarreal,Malaga,1,1,4303
SUELszml/,E0,Aston Villa,Sunderland,0,0,4304
zeITuEH0/,E0,Everton,Stoke City,4,0,4305
4EChpT8n/,E0,West Ham,Fulham,3,0,4306
CtwmVouF/,E0,Cardiff,Arsenal,0,3,4307
dA6xvhnD/,E0,Newcastle,West Brom,2,1,4308
pQaK2yPD/,E0,Norwich City,Crystal Palace,1,0,4309
KGmflgC8/,F1,St Etienne,Stade de Reims,4,0,4310
tWy3nXtL/,F1,Valenciennes,Lille,0,1,4311
W0fCP9Z7/,F1,AS Monaco,Stade Rennes,2,0,4312
Ao63RV4e/,F1,Lorient,Nice,3,0,4313
bB2aSBkk/,F1,Guingamp,Nantes,1,0,4314
b7nbmDRE/,F1,Toulouse,Sochaux,5,1,4315
dhDzcl3b/,D1,Bayer Leverkusen,Nurnberg,3,0,4316
AyBOajJu/,D1,Bayern Munich,TSV Eintracht Braunschweig,2,0,4317
bH9ig62N/,D1,TSG Hoffenheim,Werder Bremen,4,4,4318
rkoOmpQp/,D1,Hertha Berlin,FC Augsburg,0,0,4319
OvFSbAYo/,D1,Schalke 04,VfB Stuttgart,3,0,4320
ttadhQHT/,D1,Mainz,Borussia Dortmund,1,3,4321
zRIunKjU/,I1,Parma,Bologna,1,1,4322
6oROk2i5/,I1,Genoa,Torino,1,1,4323
0GO6UkMC/,SP1,Celta Vigo,Almeria,3,1,4324
v7NAT9yJ/,SP1,Real Madrid,Real Valladolid,4,0,4325
YoxGvzpK/,SP1,Elche,Atletico Madrid,0,2,4326
IiZ1VV66/,SP1,Espanyol,Real Sociedad,1,2,4327
MkNmo9gt/,E0,Tottenham,Manchester Utd,2,2,4328
jXyiU5fL/,E0,Manchester City,Swansea,3,0,4329
MiEPtf2f/,E0,Chelsea,Southampton,3,1,4330
IJ7YvYW6/,E0,Hull,Liverpool,3,1,4331
2uHTXXRR/,F1,Bastia,Evian Thonon Gaillard,2,0,4332
4l3eTizq/,F1,Bordeaux,AC Ajaccio,4,0,4333
fZu7oidR/,F1,Paris Saint-Germain,Lyon,4,0,4334
ET7ud8I4/,D1,Hannover 96,Eintracht Frankfurt,2,0,4335
I1EWcUmh/,D1,Borussia Monchengladbach,SC Freiburg,1,0,4336
nqBNiOMh/,I1,Chievo Verona,Livorno,3,0,4337
8hCJh47n/,I1,Catania,AC Milan,1,3,4338
08QSlM6B/,I1,Internazionale,Sampdoria,1,1,4339
EVCFgpht/,I1,Cagliari,Sassuolo,2,2,4340
EBUWmtMH/,I1,Juventus,Udinese,1,0,4341
xALmbQqP/,I1,Atalanta,AS Roma,1,1,4342
ngIjYXMm/,SP1,Athletic Bilbao,Barcelona,1,0,4343
QqHfXixf/,SP1,Granada,Sevilla,1,2,4344
QeuIy7Tu/,SP1,Valencia,Osasuna,3,0,4345
K6GbWBi0/,SP1,Real Betis,Rayo Vallecano,2,2,4346
SfSKjrxa/,I1,Fiorentina,Hellas Verona,4,3,4347
dzKym0yO/,I1,Lazio,Napoli,2,4,4348
dMUar7wa/,E0,Crystal Palace,West Ham,1,0,4349
8GQRpuND/,F1,Nantes,Valenciennes,2,1,4350
dIdwv9l1/,F1,Lille,Marseille,1,0,4351
n7PVqaxK/,F1,Nice,AS Monaco,0,3,4352
Q1MGvPxO/,E0,Sunderland,Chelsea,3,4,4353
MFSMOqIr/,E0,Swansea,Newcastle,3,0,4354
pfyeTP9R/,E0,Stoke City,Cardiff,0,0,4355
hlO8to8B/,E0,Manchester Utd,Everton,0,1,4356
4SiRbSNu/,E0,Fulham,Tottenham,1,2,4357
2aVeqmOh/,E0,Arsenal,Hull,2,0,4358
WvNCu5NH/,E0,Southampton,Aston Villa,2,3,4359
v5QKwqhU/,E0,West Brom,Manchester City,2,3,4360
zDT3sRh5/,E0,Liverpool,Norwich City,5,1,4361
GtUZrJiQ/,F1,Stade Rennes,St Etienne,3,1,4362
IkG1vw0s/,F1,Sochaux,Stade de Reims,0,2,4363
j5RxtVJl/,F1,Evian Thonon Gaillard,Paris Saint-Germain,2,0,4364
IRcZvkZf/,F1,Guingamp,Bordeaux,0,1,4365
CESYtB4r/,F1,AC Ajaccio,Bastia,1,1,4366
4r0oxmJD/,F1,Montpellier,Lorient,0,2,4367
judswT37/,F1,Lyon,Toulouse,1,1,4368
p27Izea6/,F1,Marseille,Nantes,0,1,4369
KnnO6PWM/,D1,Nurnberg,Mainz,1,1,4370
naao73Mu/,I1,Bologna,Juventus,0,2,4371
Gjyai2MT/,E0,West Brom,Norwich City,0,2,4372
Q1rnf4xB/,E0,Southampton,Manchester City,1,1,4373
KOsjgOiH/,E0,Stoke City,Chelsea,3,2,4374
UZlwdQ7b/,E0,Liverpool,West Ham,4,1,4375
4vIRN3Xl/,E0,Crystal Palace,Cardiff,2,0,4376
CbvrepN4/,E0,Manchester Utd,Newcastle,0,1,4377
bFtfhr7N/,E0,Sunderland,Tottenham,1,2,4378
6B8Eyyp0/,F1,Lorient,Stade Rennes,2,0,4379
h6DYtWLu/,F1,Stade de Reims,Nice,1,0,4380
tU0RYYTI/,F1,Paris Saint-Germain,Sochaux,5,0,4381
SO5ovU5b/,F1,Valenciennes,Guingamp,1,1,4382
W4v6CT2o/,D1,Borussia Dortmund,Bayer Leverkusen,0,1,4383
AHEpOQ1c/,D1,Eintracht Frankfurt,TSG Hoffenheim,1,2,4384
0pWM8o2A/,D1,Werder Bremen,Bayern Munich,0,7,4385
6NWI9Rn4/,D1,VfB Stuttgart,Hannover 96,4,2,4386
GIXg13fp/,D1,Hamburg SV,FC Augsburg,0,1,4387
hKSEA7Xc/,D1,Borussia Monchengladbach,Schalke 04,2,1,4388
h2k62uyB/,I1,Napoli,Udinese,3,3,4389
EBj23LL4/,I1,Livorno,AC Milan,2,2,4390
rJjVcnwn/,E0,Arsenal,Everton,1,1,4391
jqjZd6hh/,E0,Fulham,Aston Villa,2,0,4392
lY6suAjh/,F1,Toulouse,Montpellier,1,1,4393
Cl9AxHUg/,F1,Bordeaux,Lille,1,0,4394
2w2NZEEC/,F1,AS Monaco,AC Ajaccio,1,0,4395
0E56wcFm/,F1,Bastia,Lyon,1,3,4396
bwoS5qnT/,D1,SC Freiburg,VfL Wolfsburg,0,3,4397
ULyb0N9j/,D1,TSV Eintracht Braunschweig,Hertha Berlin,0,2,4398
8Emf5sih/,I1,Hellas Verona,Atalanta,2,1,4399
AwpB1ajH/,I1,AS Roma,Fiorentina,2,1,4400
KCZpecTp/,I1,Torino,Lazio,1,0,4401
lUrF0J5N/,I1,Sampdoria,Catania,2,0,4402
Klib416b/,I1,Internazionale,Parma,3,3,4403
rirJawLT/,I1,Sassuolo,Chievo Verona,0,1,4404
Qkbk6Nyn/,I1,Cagliari,Genoa,2,1,4405
rVGVMNne/,E0,Swansea,Hull,1,1,4406
6wqYUPSp/,F1,Montpellier,St Etienne,0,1,4407
0KnWZN09/,D1,Hertha Berlin,Werder Bremen,3,2,4408
nBTQZpbh/,SP1,Levante,Elche,2,1,4409
Q14H9qxb/,E0,Hull,Stoke City,0,0,4410
jeGZLs21/,E0,Cardiff,West Brom,1,0,4411
rwFCAPMi/,E0,Everton,Fulham,4,1,4412
W2B8B57o/,E0,Chelsea,Crystal Palace,2,1,4413
YR7P7N6A/,E0,Newcastle,Southampton,1,1,4414
fsdY51yN/,E0,West Ham,Sunderland,0,0,4415
4h3L83i4/,E0,Manchester City,Arsenal,6,3,4416
A7c2zn5N/,F1,Guingamp,AS Monaco,0,2,4417
d4gbySkH/,F1,Evian Thonon Gaillard,Stade de Reims,1,1,4418
G8QOimzb/,F1,Stade Rennes,Paris Saint-Germain,1,3,4419
MoRKhTKi/,F1,Nice,Sochaux,1,0,4420
reSGg95o/,F1,Nantes,Toulouse,1,2,4421
zk5kwlL4/,F1,AC Ajaccio,Lorient,1,2,4422
viJlNpH3/,D1,Bayern Munich,Hamburg SV,3,1,4423
fNBWEMOq/,D1,VfL Wolfsburg,VfB Stuttgart,3,1,4424
biQ0Kr1M/,D1,Hannover 96,Nurnberg,3,3,4425
Cb6yEtvj/,D1,TSG Hoffenheim,Borussia Dortmund,2,2,4426
jk5uD0gd/,D1,Mainz,Borussia Monchengladbach,0,0,4427
IecRz4o3/,D1,FC Augsburg,TSV Eintracht Braunschweig,4,1,4428
MHDTJt6o/,I1,Catania,Hellas Verona,0,0,4429
QHGhlpDo/,SP1,Osasuna,Real Madrid,2,2,4430
EwmzW2cH/,SP1,Rayo Vallecano,Granada,0,2,4431
0EXUY4Db/,SP1,Malaga,Getafe,1,0,4432
fyXYXOS4/,SP1,Barcelona,Villarreal,2,1,4433
CI6T6sMG/,E0,Tottenham,Liverpool,0,5,4434
UoFwL1H7/,E0,Norwich City,Swansea,1,1,4435
IaNQnMUp/,E0,Aston Villa,Manchester Utd,0,3,4436
Eu4gx8zB/,F1,Bordeaux,Valenciennes,2,1,4437
4Ud6Z5KT/,F1,Lille,Bastia,2,1,4438
EgqSj7k4/,F1,Lyon,Marseille,2,2,4439
067cLOoG/,D1,Bayer Leverkusen,Eintracht Frankfurt,0,1,4440
IsIhM4W9/,D1,Schalke 04,SC Freiburg,2,0,4441
IPzQeUJe/,I1,Parma,Cagliari,0,0,4442
GbFqGb5A/,I1,Juventus,Sassuolo,4,0,4443
dGZTflZ1/,I1,Udinese,Torino,0,2,4444
fqRzIKzb/,I1,Fiorentina,Bologna,3,0,4445
0ltLdA4k/,I1,Napoli,Internazionale,4,2,4446
08CXI0Li/,I1,Chievo Verona,Sampdoria,0,1,4447
U1JmFIKG/,I1,Lazio,Livorno,2,0,4448
YZPvHvj4/,I1,Genoa,Atalanta,1,1,4449
YRVxXrrB/,SP1,Sevilla,Athletic Bilbao,1,1,4450
hUovVMCN/,SP1,Real Sociedad,Real Betis,5,1,4451
niorUtST/,SP1,Almeria,Espanyol,0,0,4452
4nvMzRrn/,SP1,Atletico Madrid,Valencia,3,0,4453
McsHcjkq/,I1,AC Milan,AS Roma,2,2,4454
OCxAP0zo/,SP1,Real Valladolid,Celta Vigo,3,0,4455
rZzqmPlT/,F1,AS Monaco,Valenciennes,1,2,4456
Sf6Dn1pF/,D1,Eintracht Frankfurt,FC Augsburg,1,1,4457
YsK0nOsb/,SP1,Elche,Malaga,0,1,4458
xz9fLtyA/,E0,Sunderland,Norwich City,0,0,4459
WjgMqof8/,E0,Liverpool,Cardiff,3,1,4460
KbbaK0jG/,E0,West Brom,Hull,1,1,4461
jJ6rOrii/,E0,Manchester Utd,West Ham,3,1,4462
QPn40uap/,E0,Crystal Palace,Newcastle,0,3,4463
OW4jMML3/,E0,Stoke City,Aston Villa,2,1,4464
4Go8aaEj/,E0,Fulham,Manchester City,2,4,4465
dIYWkR4A/,F1,Bastia,Montpellier,0,0,4466
EFK23pZ9/,F1,Toulouse,Guingamp,0,0,4467
fD41564c/,F1,St Etienne,Nantes,2,0,4468
zPLb4QJ3/,F1,Sochaux,Stade Rennes,2,1,4469
GM5c6nki/,F1,Stade de Reims,AC Ajaccio,4,1,4470
lGDBrqcp/,F1,Nice,Evian Thonon Gaillard,3,1,4471
IPOMPww2/,D1,Hamburg SV,Mainz,2,3,4472
pCQERa8k/,D1,Nurnberg,Schalke 04,0,0,4473
W8MASugq/,D1,Werder Bremen,Bayer Leverkusen,1,0,4474
YX69msV8/,D1,TSV Eintracht Braunschweig,TSG Hoffenheim,1,0,4475
vZPIQJNe/,D1,SC Freiburg,Hannover 96,2,1,4476
vBozZsGF/,D1,Borussia Dortmund,Hertha Berlin,1,2,4477
Ei6fB9Jr/,I1,Livorno,Udinese,1,2,4478
4IGKHBtF/,I1,Cagliari,Napoli,1,1,4479
48Fdm4Si/,SP1,Atletico Madrid,Levante,3,2,4480
fc89p2CA/,SP1,Villarreal,Sevilla,1,2,4481
0fBHrtsN/,SP1,Granada,Real Sociedad,1,3,4482
voALs0dT/,SP1,Real Betis,Almeria,0,1,4483
U95nN26c/,E0,Southampton,Tottenham,2,3,4484
pfcQr59E/,E0,Swansea,Everton,1,2,4485
2JHFs3Cj/,F1,Paris Saint-Germain,Lille,2,2,4486
4rxul5ZM/,F1,Marseille,Bordeaux,2,2,4487
z9XzkoKG/,F1,Lorient,Lyon,2,2,4488
nyovY1VL/,D1,Borussia Monchengladbach,VfL Wolfsburg,2,2,4489
rP3nWAe8/,I1,Sassuolo,Fiorentina,0,1,4490
r9FOGVeL/,I1,Hellas Verona,Lazio,4,1,4491
MgRFIiR8/,I1,Bologna,Genoa,1,0,4492
Gx2fUlQK/,I1,Torino,Chievo Verona,4,1,4493
CrKSFkBR/,I1,Internazionale,AC Milan,1,0,4494
4ta78731/,I1,Sampdoria,Parma,1,1,4495
AJNBJXB2/,I1,Atalanta,Juventus,1,4,4496
dGeaATYl/,I1,AS Roma,Catania,4,0,4497
CYvz1Ndi/,SP1,Valencia,Real Madrid,2,3,4498
6XBDqMRG/,SP1,Athletic Bilbao,Rayo Vallecano,2,1,4499
CYI4orc4/,SP1,Getafe,Barcelona,2,5,4500
bVjhxvKj/,SP1,Celta Vigo,Osasuna,1,1,4501
KvhlwK4p/,SP1,Espanyol,Real Valladolid,4,2,4502
8p0x5LjT/,E0,Arsenal,Chelsea,0,0,4503
bkc3JK5M/,E0,Aston Villa,Crystal Palace,0,1,4504
CdwvDIrj/,E0,Manchester City,Liverpool,2,1,4505
UXmZDbTq/,E0,Hull,Manchester Utd,2,3,4506
xzVPzMzc/,E0,Norwich City,Fulham,1,2,4507
Y1OYYa59/,E0,West Ham,Arsenal,1,3,4508
vHdUsPOK/,E0,Cardiff,Southampton,0,3,4509
SO17IvLS/,E0,Everton,Sunderland,0,1,4510
OWtrCxbd/,E0,Newcastle,Stoke City,5,1,4511
I7eYtqvR/,E0,Chelsea,Swansea,1,0,4512
GQTTZuj3/,E0,Tottenham,West Brom,1,1,4513
QDUHYKo7/,E0,Hull,Fulham,6,0,4514
je2vjMGs/,E0,West Ham,West Brom,3,3,4515
44TLXv1D/,E0,Manchester City,Crystal Palace,1,0,4516
b1w1x3nr/,E0,Aston Villa,Swansea,1,1,4517
WAL7ergK/,E0,Norwich City,Manchester Utd,0,1,4518
xhx5yN1l/,E0,Cardiff,Sunderland,2,2,4519
WEy9zsHf/,E0,Chelsea,Liverpool,2,1,4520
rkuDZ0W0/,E0,Everton,Southampton,2,1,4521
hKM3dOwE/,E0,Newcastle,Arsenal,0,1,4522
EZACf28Q/,E0,Tottenham,Stoke City,3,0,4523
ChNxYJKF/,E0,Crystal Palace,Norwich City,1,1,4524
4lo6Gikr/,E0,Fulham,West Ham,2,1,4525
0GvFEVJf/,E0,Manchester Utd,Tottenham,1,2,4526
SSF9zDtE/,E0,West Brom,Newcastle,1,0,4527
v7wJDkZ0/,E0,Southampton,Chelsea,0,3,4528
O80nl0of/,E0,Swansea,Manchester City,2,3,4529
nXxNC9l7/,E0,Stoke City,Everton,1,1,4530
IikAFB4l/,E0,Liverpool,Hull,2,0,4531
QNyRBT3D/,E0,Sunderland,Aston Villa,0,1,4532
pI1rktWm/,E0,Arsenal,Cardiff,2,0,4533
Qyqv0sCc/,SP1,Valencia,Levante,2,0,4534
80Yra1R3/,SP1,Malaga,Atletico Madrid,0,1,4535
v3RQjwZq/,SP1,Almeria,Granada,3,0,4536
YPQUkclj/,SP1,Real Valladolid,Real Betis,0,0,4537
rmnZM6If/,I1,Chievo Verona,Cagliari,0,0,4538
QsSNCYUS/,I1,Fiorentina,Livorno,1,0,4539
ERM3xnIs/,I1,Juventus,AS Roma,3,0,4540
2szaeJQS/,SP1,Real Sociedad,Athletic Bilbao,2,0,4541
CGPYlH3d/,SP1,Osasuna,Espanyol,1,0,4542
tSojcudG/,SP1,Sevilla,Getafe,3,0,4543
niXnbLtA/,SP1,Barcelona,Elche,4,0,4544
MiQBzQnf/,I1,Lazio,Internazionale,1,0,4545
r7EKY3H6/,I1,AC Milan,Atalanta,3,0,4546
fstXs8fK/,I1,Genoa,Sassuolo,2,0,4547
23Jk8hwp/,I1,Parma,Torino,3,1,4548
bwyjlqHg/,I1,Udinese,Hellas Verona,1,3,4549
zNrROSmr/,I1,Catania,Bologna,2,0,4550
UNCSWsnJ/,I1,Napoli,Sampdoria,2,0,4551
KIpfdaBM/,SP1,Rayo Vallecano,Villarreal,2,5,4552
lY8HD0tc/,SP1,Real Madrid,Celta Vigo,3,0,4553
69Hxtjyn/,F1,St Etienne,Evian Thonon Gaillard,1,0,4554
GrsYIPYd/,F1,Montpellier,AS Monaco,1,1,4555
QJk83GIk/,SP1,Granada,Real Valladolid,4,0,4556
jVWrmK00/,E0,Cardiff,West Ham,0,2,4557
x25qUAJs/,E0,Fulham,Sunderland,1,4,4558
ULVnnvG6/,E0,Manchester Utd,Swansea,2,0,4559
zgJHYjBQ/,E0,Everton,Norwich City,2,0,4560
SjbdR830/,E0,Southampton,West Brom,1,0,4561
fw0lTUYm/,E0,Hull,Chelsea,0,2,4562
8064PnYC/,E0,Tottenham,Crystal Palace,2,0,4563
6Dasd2Rq/,F1,Guingamp,St Etienne,0,0,4564
8xK624lG/,F1,AC Ajaccio,Paris Saint-Germain,1,2,4565
Ew3kftdd/,F1,Lyon,Sochaux,2,0,4566
0WrpGNIF/,F1,Valenciennes,Bastia,3,2,4567
MuptH339/,F1,Stade Rennes,Nice,0,0,4568
MuOA1O3M/,F1,Bordeaux,Toulouse,0,1,4569
dQIg7Chj/,I1,Bologna,Lazio,0,0,4570
zHHc6W7d/,I1,Livorno,Parma,0,3,4571
YLATAbQF/,SP1,Elche,Sevilla,1,1,4572
zkXbQwQ2/,SP1,Celta Vigo,Valencia,2,1,4573
Mo7PBvB9/,SP1,Atletico Madrid,Barcelona,0,0,4574
nTj44d3q/,SP1,Athletic Bilbao,Almeria,6,1,4575
QyHaQSI6/,E0,Stoke City,Liverpool,3,5,4576
YTbhSllf/,E0,Newcastle,Manchester City,0,2,4577
zm4oeMtj/,F1,Lille,Stade de Reims,1,2,4578
SIpxIql3/,F1,Nantes,Lorient,1,0,4579
44DF0rJS/,F1,Evian Thonon Gaillard,Marseille,1,2,4580
CY0tVFpc/,I1,Sassuolo,AC Milan,4,3,4581
IHUCaXLM/,I1,Torino,Fiorentina,0,0,4582
QmyVlG74/,I1,Hellas Verona,Napoli,0,3,4583
x2Zi4e7i/,I1,AS Roma,Genoa,4,0,4584
WjZcnNo6/,I1,Atalanta,Catania,2,1,4585
ULsMjxwh/,I1,Cagliari,Juventus,1,4,4586
SO7LCKe3/,SP1,Levante,Malaga,1,0,4587
8ruD2zYe/,SP1,Real Betis,Osasuna,1,2,4588
Gp0Y9IuM/,SP1,Getafe,Rayo Vallecano,0,1,4589
MoqH1fm2/,SP1,Espanyol,Real Madrid,0,1,4590
tWJDZWeK/,E0,Aston Villa,Arsenal,1,2,4591
pSx02Zy4/,I1,Sampdoria,Udinese,3,0,4592
b1ZxmfxH/,I1,Internazionale,Chievo Verona,1,1,4593
fyax9xeS/,SP1,Villarreal,Real Sociedad,5,1,4594
t4JIUMX8/,F1,St Etienne,Lille,2,0,4595
ARqyQUVJ/,SP1,Malaga,Valencia,0,0,4596
EccfnAuQ/,E0,Crystal Palace,Stoke City,1,0,4597
YsvRtl3m/,E0,Norwich City,Hull,1,0,4598
S4wVu8Ig/,E0,Sunderland,Southampton,2,2,4599
KvzNsUms/,E0,Liverpool,Aston Villa,2,2,4600
ni58O6mJ/,E0,Arsenal,Fulham,2,0,4601
n7gWwnm6/,E0,West Ham,Newcastle,1,3,4602
OrVjobVC/,E0,Manchester City,Cardiff,4,2,4603
OS8NTtmF/,F1,Sochaux,Montpellier,0,2,4604
I7wkFsYL/,F1,Bastia,Bordeaux,1,0,4605
dbxgE1mS/,F1,Lorient,Guingamp,2,0,4606
2DKEV2I2/,F1,Stade Rennes,Evian Thonon Gaillard,0,0,4607
StTO8uBk/,F1,Nice,AC Ajaccio,2,0,4608
xM1wGh63/,I1,AS Roma,Livorno,3,0,4609
61kjDjjM/,I1,Juventus,Sampdoria,4,2,4610
0d2p37O6/,SP1,Elche,Rayo Vallecano,2,0,4611
EuW2Pcu9/,SP1,Espanyol,Celta Vigo,1,0,4612
fim0OHfF/,SP1,Real Betis,Real Madrid,0,5,4613
WGAT6kPs/,SP1,Granada,Osasuna,0,0,4614
z7bjmjQJ/,E0,Chelsea,Manchester Utd,3,1,4615
pj7ER6ZF/,E0,Swansea,Tottenham,1,3,4616
ldHX6Ju2/,F1,Stade de Reims,Lyon,0,2,4617
z5yiCEHs/,F1,Toulouse,AS Monaco,0,2,4618
A5IT7aQe/,F1,Paris Saint-Germain,Nantes,5,0,4619
EmGrfBqp/,I1,Catania,Fiorentina,0,3,4620
AF9ihkEd/,I1,Genoa,Internazionale,1,0,4621
byjnEWzG/,I1,Chievo Verona,Parma,1,2,4622
CvUGbiyT/,I1,Atalanta,Cagliari,1,0,4623
OIcZGYjc/,I1,Udinese,Lazio,2,3,4624
phlfCA5S/,I1,Sassuolo,Torino,0,2,4625
KpirFCL9/,I1,Bologna,Napoli,2,2,4626
WOAmgVbj/,I1,AC Milan,Hellas Verona,1,0,4627
UV6l2RwD/,SP1,Atletico Madrid,Sevilla,1,1,4628
vsEy5Tgf/,SP1,Villarreal,Almeria,2,0,4629
8M5h1ogJ/,SP1,Levante,Barcelona,1,1,4630
M53t4m90/,SP1,Getafe,Real Sociedad,2,2,4631
6exZvSXa/,E0,West Brom,Everton,1,1,4632
QwAX59vl/,SP1,Athletic Bilbao,Real Valladolid,4,2,4633
4pT78WG6/,F1,Lille,Stade Rennes,1,1,4634
KSNoUhUm/,D1,Borussia Monchengladbach,Bayern Munich,0,2,4635
Qik6K8gs/,SP1,Celta Vigo,Real Betis,4,2,4636
jw92UDwQ/,F1,Nantes,Stade de Reims,0,0,4637
QgU39C10/,F1,Guingamp,Paris Saint-Germain,1,1,4638
MLaYOi1m/,F1,Valenciennes,Lorient,1,1,4639
URzeBYWm/,F1,AC Ajaccio,Sochaux,1,1,4640
CnAbVgOJ/,F1,Montpellier,Nice,3,1,4641
f56hmYzQ/,D1,SC Freiburg,Bayer Leverkusen,3,2,4642
6qQcRjE6/,D1,VfL Wolfsburg,Hannover 96,1,3,4643
2BJ6PUrJ/,D1,Nurnberg,TSG Hoffenheim,4,0,4644
OzPGsCbm/,D1,Eintracht Frankfurt,Hertha Berlin,1,0,4645
ShRgSWb0/,D1,VfB Stuttgart,Mainz,1,2,4646
x4YtVYEs/,D1,Borussia Dortmund,FC Augsburg,2,2,4647
xjTY4Sc2/,I1,Napoli,Chievo Verona,1,1,4648
fRcJCvH8/,I1,Lazio,Juventus,1,1,4649
0AsJH6w0/,SP1,Real Valladolid,Villarreal,1,0,4650
8C2vPloQ/,SP1,Valencia,Espanyol,2,2,4651
4rlAJS8m/,SP1,Real Madrid,Granada,2,0,4652
UkZZDOxP/,SP1,Sevilla,Levante,2,3,4653
8IZbAhnf/,F1,Bordeaux,St Etienne,2,0,4654
AsWF6AoJ/,F1,AS Monaco,Marseille,2,0,4655
b7SB7jWC/,F1,Lyon,Evian Thonon Gaillard,3,0,4656
l8F2QATC/,D1,Werder Bremen,TSV Eintracht Braunschweig,0,0,4657
ppQCrhqs/,D1,Hamburg SV,Schalke 04,0,3,4658
GzaFDK12/,I1,Fiorentina,Genoa,3,3,4659
jZQM7UDq/,I1,Torino,Atalanta,1,0,4660
nZFQAIoL/,I1,Hellas Verona,AS Roma,1,3,4661
llcNBbWE/,I1,Cagliari,AC Milan,1,2,4662
Uc5V9x1R/,I1,Livorno,Sassuolo,3,1,4663
W6ic5d9r/,I1,Parma,Udinese,1,0,4664
4xVQ6lTk/,I1,Sampdoria,Bologna,1,1,4665
baUU58rd/,I1,Internazionale,Catania,0,0,4666
fXtNGQh6/,SP1,Almeria,Getafe,1,0,4667
ddNHx8FP/,SP1,Barcelona,Malaga,3,0,4668
jazWE4NI/,SP1,Rayo Vallecano,Atletico Madrid,2,4,4669
MJrFInOg/,SP1,Osasuna,Athletic Bilbao,1,5,4670
8zoRFp8C/,SP1,Real Sociedad,Elche,4,0,4671
AZ393uos/,E0,Swansea,Fulham,2,0,4672
IsCs8LxQ/,E0,Manchester Utd,Cardiff,2,0,4673
KKivxQHI/,E0,Crystal Palace,Hull,1,0,4674
xxMhemIt/,E0,Southampton,Arsenal,2,2,4675
zTZQaT9P/,E0,Norwich City,Newcastle,0,0,4676
YNerypXO/,E0,Liverpool,Everton,4,0,4677
SQE5ho2a/,E0,Tottenham,Manchester City,1,5,4678
6BQdf7Xn/,E0,Sunderland,Stoke City,1,0,4679
p2P0gRng/,E0,Chelsea,West Ham,0,0,4680
Qchzw62C/,E0,Aston Villa,West Brom,4,3,4681
EwPK9Leq/,F1,Marseille,Valenciennes,2,1,4682
IcOKtWDg/,D1,VfB Stuttgart,Bayern Munich,1,2,4683
A37jJmVO/,F1,Paris Saint-Germain,Bordeaux,2,0,4684
6Jt7hTC5/,D1,TSV Eintracht Braunschweig,Borussia Dortmund,1,2,4685
tUblXowm/,SP1,Granada,Celta Vigo,1,2,4686
YNHDjPWB/,E0,Everton,Aston Villa,2,1,4687
WlhI1JFg/,E0,West Ham,Swansea,2,0,4688
UkBMl31O/,E0,Hull,Tottenham,1,1,4689
CEGHkqnI/,E0,Fulham,Southampton,0,3,4690
b5kz8Q1n/,E0,Stoke City,Manchester Utd,2,1,4691
p2oW86nt/,E0,Newcastle,Sunderland,0,3,4692
lQ2D2a0m/,E0,Cardiff,Norwich City,2,1,4693
O6eYsX7P/,F1,Stade de Reims,Montpellier,2,4,4694
ImgsNVVa/,F1,Evian Thonon Gaillard,AC Ajaccio,1,1,4695
Msy9yVpg/,F1,Sochaux,Nantes,1,0,4696
rix5xBVn/,F1,St Etienne,Valenciennes,3,0,4697
CAhoMko6/,F1,Lorient,AS Monaco,2,2,4698
4pkwOBGg/,F1,Bastia,Guingamp,3,2,4699
Aimbfkrg/,D1,FC Augsburg,Werder Bremen,3,1,4700
2obO0i5P/,D1,Hannover 96,Borussia Monchengladbach,3,1,4701
W0lfeVSn/,D1,Mainz,SC Freiburg,2,0,4702
xvkjdBDt/,D1,TSG Hoffenheim,Hamburg SV,3,0,4703
